nodes	176663781
edges	212543538
length	3666089780
self-loops	0
1	288277329
13639519	276177342
27557606	216829130
38278569	223958636
49356559	212987350
59805188	198104039
69579403	212308219
79710914	194410778
88101965	162287562
96422359	163400228
104307460	162848708
112188907	156896286
120015198	155263161
127588671	126924212
133611025	119413158
139240477	120520206
144840149	110013349
150699276	114739137
156069673	91790170
160562554	79563839
164425008	81511921
168499686	64262490
170606714	67142481
173655491	54978672
176303442	1872759
176362012	448248
176376063	392061
176388319	280839
176397096	91309
176399950	153799
176404757	92983
176407663	150742
176412374	92689
176415271	150754
176419989	93321
176422906	148850
176427560	164239
176432693	31033
176433663	44474
176435082	137718
176439386	100316
176442537	138126
176446854	99375
176449960	43739
176451327	165050
176456485	27745
176457399	198735
176463610	36723
176464758	155397
176469615	79590
176472103	161802
176477160	1428
176477205	970
176477236	2043
176477300	5353
176477468	62944
176479442	191469
176485426	37690
176486604	1136
176486640	1750
176486695	2489
176486783	21476
176487455	1428
176487500	971
176487531	210658
176494115	981
176494146	2140
176494213	1400
176494257	158759
176499219	71251
176501446	176608
176506965	1484
176507012	1143
176507048	3920
176507171	2186
176507240	7642
176507479	41543
176508780	1121
176508816	2321
176508889	1599
176508939	4685
176509086	38054
176510276	186739
176516112	1444
176516158	4215
176516290	990
176516321	2145
176516389	8127
176516643	40745
176517917	176845
176523452	1179
176523489	1774
176523545	127682
176527536	103838
176530781	185591
176536581	1026
176536614	1658
176536666	2387
176536741	5674
176536919	38115
176538113	2274
176538185	4416
176538323	1040
176538356	8320
176538616	1451
176538662	175055
176544133	41891
176545443	15008
176545912	1048
176545945	1537
176545994	2318
176546067	3253
176546169	42811
176547507	168472
176552773	2276
176552845	1048
176552878	112505
176556394	1553
176556443	4513
176556585	112551
176560103	2165
176560171	1029
176560204	1445
176560250	7992
176560500	4055
176560627	176043
176566129	41717
176567433	179693
176573049	1472
176573095	3530
176573206	1045
176573239	6361
176573438	2168
176573506	40176
176574762	998
176574794	1652
176574846	2415
176574922	6504
176575126	3041
176575222	40062
176576474	179772
176582100	179198
176587700	1650
176587752	2378
176587827	2983
176587921	993
176587953	7046
176588174	40191
176589437	1201
176589475	1788
176589531	73985
176591844	157432
176596764	1803
176596821	1202
176596859	194050
176602924	37240
176604088	161147
176609124	1216
176609162	1880
176609221	2646
176609304	66860
176611396	17060
176613109	211173
176619709	2805
176619797	1298
176619838	1899
176619900	182896
176625616	1942
176625677	2699
176625762	1361
176625805	5796
176625987	39050
176627214	201709
176633518	32032
176634521	2656
176634604	1884
176634663	1233
176634702	161471
176639748	66486
176641826	2855
176641916	1930
176641977	1300
176642018	6158
176642211	39555
176643448	181920
176649133	12399
176649521	1368
176649564	1951
176649625	2969
176649718	42210
176651038	172810
176656477	209709
176663031	1308
176663072	22689
node-id-range	1:176663781
acyclic
